team_id,sprint_id,total_tasks,team_size,planned_story_points,completed_story_points,total_effort_minutes,total_time_spent,sprint_number,historical_velocity_avg,developer_availability_rate,absence_days_total,overtime_hours_total,concurrent_assignments,skill_match_ratio,avg_seniority_level,actual_sprint_cost
T11,S882,1,1,16.0,16.0,70529.0,0.0,3499,200.0,0.9,0,0.0,0.5,1.0,0.693147,7552.9
T11,S884,2,1,16.0,16.0,218871.0,0.0,3500,200.0,0.9,0,0.0,0.5,1.0,0.693147,22387.1
T11,S889,1,1,1.0,1.0,917.0,0.0,3501,200.0,0.9,0,0.0,0.5,1.0,0.693147,591.7
T11,S893,2,1,16.0,16.0,220678.0,0.0,3503,200.0,0.9,0,0.0,0.5,1.0,0.693147,22567.8
T11,S894,1,1,4.0,4.0,10060.0,0.0,3504,200.0,0.9,0,0.0,0.5,1.0,0.693147,1506.0
T11,S896,5,1,16.0,16.0,1131009.0,0.0,3505,200.0,0.9,0,0.0,0.5,1.0,0.693147,113601.0
T11,S898,1,1,8.0,8.0,20126.0,0.0,3506,200.0,0.9,0,0.0,0.5,1.0,0.693147,2512.6
T11,S900,2,1,12.0,12.0,21970.0,0.0,3509,200.0,0.9,0,0.0,0.5,1.0,0.693147,2697.0
T11,S902,3,3,7.0,7.0,26135.0,0.0,3510,200.0,0.7,1,0.0,1.5,1.0,1.38629,4113.5
T11,S904,3,2,3.0,3.0,0.0,30.0,3511,200.0,0.8,1,0.0,1.0,1.0,1.09861,1000.0
T11,S905,4,3,12.0,12.0,22424.0,0.0,3512,200.0,0.7,1,0.0,1.5,1.0,1.38629,3742.4
T11,S906,2,2,8.0,8.0,1489.0,5.0,3513,200.0,0.8,1,0.0,1.0,1.0,1.09861,1148.9
T11,S907,2,2,13.0,13.0,33361.0,0.0,3514,200.0,0.8,1,0.0,1.0,1.0,1.09861,4336.1
T11,S908,2,2,6.0,6.0,20443.0,20.0,3515,200.0,0.8,1,0.0,1.0,1.0,1.09861,3044.3
T11,S909,3,2,17.0,17.0,31674.0,0.0,3516,200.0,0.8,1,0.0,1.0,1.0,1.09861,4167.4
T11,S910,3,2,17.0,17.0,41927.0,0.0,3518,200.0,0.8,1,0.0,1.0,1.0,1.09861,5192.7
T11,S911,5,3,24.0,24.0,95256.0,0.0,3519,200.0,0.7,1,0.0,1.5,1.0,1.38629,11025.6
T11,S912,1,1,8.0,8.0,1332.0,0.0,3520,200.0,0.9,0,0.0,0.5,1.0,0.693147,633.2
T11,S913,1,1,1.0,1.0,0.0,0.0,3521,200.0,0.9,0,0.0,0.5,1.0,0.693147,500.0
T11,S914,2,2,1.0,1.0,443196.0,0.0,3522,200.0,0.8,1,0.0,1.0,1.0,1.09861,45319.6
T11,S915,2,2,16.0,16.0,5899.0,0.0,3523,200.0,0.8,1,0.0,1.0,1.0,1.09861,1589.9
T11,S916,2,1,13.0,13.0,0.0,0.0,3524,200.0,0.9,0,0.0,0.5,1.0,0.693147,500.0
T11,S917,4,3,11.0,11.0,4649.0,0.0,3525,200.0,0.7,1,0.0,1.5,1.0,1.38629,1964.9
T11,S918,5,2,12.0,12.0,58742.0,0.0,3526,200.0,0.8,1,0.0,1.0,1.0,1.09861,6874.2
T11,S919,1,1,21.0,21.0,0.0,0.0,3527,200.0,0.9,0,0.0,0.5,1.0,0.693147,500.0
T11,S920,4,2,18.0,18.0,145931.0,0.0,3529,200.0,0.8,1,0.0,1.0,1.0,1.09861,15593.1
T11,S921,5,4,34.0,34.0,7282.0,0.0,3530,200.0,0.6,1,0.0,2.0,1.0,1.60944,2728.2
T11,S922,5,4,8.0,8.0,48901.0,5.0,3531,200.0,0.6,1,0.0,2.0,1.0,1.60944,6890.1
T11,S923,5,3,47.0,47.0,632084.0,0.0,3532,200.0,0.7,1,0.0,1.5,1.0,1.38629,64708.4
T11,S924,8,5,29.0,29.0,892500.0,0.0,3533,200.0,0.5,2,0.0,2.5,1.0,1.79176,91750.0
T11,S925,2,2,5.0,5.0,0.0,0.0,3534,200.0,0.8,1,0.0,1.0,1.0,1.09861,1000.0
T11,S926,1,1,0.0,0.0,0.0,0.0,3535,200.0,0.9,0,0.0,0.5,0.0,0.693147,500.0
T11,S927,2,1,13.0,13.0,23466.0,0.0,3536,200.0,0.9,0,0.0,0.5,1.0,0.693147,2846.6
T11,S929,3,1,19.0,19.0,63715.0,0.0,3537,200.0,0.9,0,0.0,0.5,1.0,0.693147,6871.5
T11,S930,1,1,1.0,1.0,30187.0,15.0,3539,200.0,0.9,0,0.0,0.5,1.0,0.693147,3518.7
T11,S931,2,2,3.0,3.0,1235.0,0.0,3540,200.0,0.8,1,0.0,1.0,1.0,1.09861,1123.5
T11,S932,1,1,4.0,4.0,24046.0,0.0,3541,200.0,0.9,0,0.0,0.5,1.0,0.693147,2904.6
T11,S933,4,2,10.0,10.0,21988.0,960.0,3542,200.0,0.8,1,0.0,1.0,1.0,1.09861,3198.8
T11,S934,1,1,1.0,1.0,38.0,0.0,3543,200.0,0.9,0,0.0,0.5,1.0,0.693147,503.8
T11,S935,1,1,1.0,1.0,5.0,0.0,3544,200.0,0.9,0,0.0,0.5,1.0,0.693147,500.5
T11,S936,3,2,16.0,16.0,34518.0,0.0,3545,200.0,0.8,1,0.0,1.0,1.0,1.09861,4451.8
T11,S937,1,1,16.0,16.0,3074.0,0.0,3546,200.0,0.9,0,0.0,0.5,1.0,0.693147,807.4
T11,S938,6,1,63.0,63.0,209774.0,0.0,3547,200.0,0.9,0,0.0,0.5,1.0,0.693147,21477.4
T11,S939,5,3,4.0,4.0,20408.0,0.0,3548,200.0,0.7,1,0.0,1.5,1.0,1.38629,3540.8
T11,S940,4,1,27.0,27.0,5628.0,0.0,3550,200.0,0.9,0,0.0,0.5,1.0,0.693147,1062.8
T11,S941,6,1,26.0,26.0,27123.0,0.0,3551,200.0,0.9,0,0.0,0.5,1.0,0.693147,3212.3
T11,S942,1,1,1.0,1.0,0.0,60.0,3552,200.0,0.9,0,0.0,0.5,1.0,0.693147,500.0
T11,S943,4,1,34.0,34.0,63593.0,0.0,3553,200.0,0.9,0,0.0,0.5,1.0,0.693147,6859.3
T11,S944,6,2,9.0,9.0,26421.0,0.0,3554,200.0,0.8,1,0.0,1.0,1.0,1.09861,3642.1
T11,S945,1,1,1.0,1.0,0.0,0.0,3555,200.0,0.9,0,0.0,0.5,1.0,0.693147,500.0
T11,S946,10,1,36.0,36.0,90812.0,0.0,3556,200.0,0.9,0,0.0,0.5,1.0,0.693147,9581.2
T11,S947,3,1,18.0,18.0,44596.0,0.0,3557,200.0,0.9,0,0.0,0.5,1.0,0.693147,4959.6
T11,S948,1,1,2.0,2.0,1607.0,0.0,3558,200.0,0.9,0,0.0,0.5,1.0,0.693147,660.7
T11,S949,2,1,5.0,5.0,2955.0,0.0,3559,200.0,0.9,0,0.0,0.5,1.0,0.693147,795.5
T11,S950,10,1,160.0,160.0,195077.0,0.0,3561,200.0,0.9,0,0.0,0.5,1.0,0.693147,20007.7
T11,S951,3,2,26.0,26.0,13093.0,0.0,3562,200.0,0.8,1,0.0,1.0,1.0,1.09861,2309.3
T11,S952,2,1,5.0,5.0,4114.0,0.0,3563,200.0,0.9,0,0.0,0.5,1.0,0.693147,911.4
T11,S953,6,1,27.0,27.0,32198.0,0.0,3564,200.0,0.9,0,0.0,0.5,1.0,0.693147,3719.8
T11,S954,22,2,63.0,63.0,72339.0,480.0,3565,200.0,0.8,1,0.0,1.0,1.0,1.09861,8233.9
T11,S957,10,1,52.0,52.0,27640.0,0.0,3566,200.0,0.9,0,0.0,0.5,1.0,0.693147,3264.0
T11,S958,5,1,19.0,19.0,42644.0,0.0,3567,200.0,0.9,0,0.0,0.5,1.0,0.693147,4764.4
T11,S959,3,1,10.0,10.0,110737.0,0.0,3568,200.0,0.9,0,0.0,0.5,1.0,0.693147,11573.7
T11,S962,8,1,75.0,75.0,91469.0,0.0,3570,200.0,0.9,0,0.0,0.5,1.0,0.693147,9646.9
T11,S964,8,1,39.0,39.0,255180.0,0.0,3571,200.0,0.9,0,0.0,0.5,1.0,0.693147,26018.0
T11,S965,1,1,24.0,24.0,165360.0,0.0,3572,200.0,0.9,0,0.0,0.5,1.0,0.693147,17036.0
T11,S966,1,1,5.0,5.0,0.0,0.0,3573,200.0,0.9,0,0.0,0.5,1.0,0.693147,500.0
T11,S967,8,4,18.0,18.0,13746.0,30.0,3574,200.0,0.6,1,0.0,2.0,1.0,1.60944,3374.6
T11,S968,2,1,6.0,6.0,28570.0,0.0,3575,200.0,0.9,0,0.0,0.5,1.0,0.693147,3357.0
T11,S969,8,1,23.0,23.0,143902.0,0.0,3576,200.0,0.9,0,0.0,0.5,1.0,0.693147,14890.2
T11,S970,2,1,7.0,7.0,60283.0,0.0,3578,200.0,0.9,0,0.0,0.5,1.0,0.693147,6528.3
T11,S971,6,1,29.0,29.0,540063.0,0.0,3579,200.0,0.9,0,0.0,0.5,1.0,0.693147,54506.3
T11,S972,1,1,1.0,1.0,7.0,0.0,3580,200.0,0.9,0,0.0,0.5,1.0,0.693147,500.7
T11,S973,2,1,7.0,7.0,33193.0,0.0,3581,200.0,0.9,0,0.0,0.5,1.0,0.693147,3819.3
T11,S974,7,2,21.0,21.0,22237.0,0.0,3582,200.0,0.8,1,0.0,1.0,1.0,1.09861,3223.7
T11,S975,1,1,16.0,16.0,0.0,0.0,3583,200.0,0.9,0,0.0,0.5,1.0,0.693147,500.0
T11,S976,16,2,60.0,60.0,340940.0,1440.0,3584,200.0,0.8,1,0.0,1.0,1.0,1.09861,35094.0
T11,S978,7,1,25.0,25.0,115782.0,0.0,3585,200.0,0.9,0,0.0,0.5,1.0,0.693147,12078.2
T11,S979,3,2,39.0,39.0,228565.0,480.0,3586,200.0,0.8,1,0.0,1.0,1.0,1.09861,23856.5
T11,S981,4,1,15.0,15.0,30284.0,0.0,3587,200.0,0.9,0,0.0,0.5,1.0,0.693147,3528.4
T11,S982,8,2,65.0,65.0,31442.0,0.0,3588,200.0,0.8,1,0.0,1.0,1.0,1.09861,4144.2
T11,S983,3,1,12.0,12.0,5896.0,0.0,3589,200.0,0.9,0,0.0,0.5,1.0,0.693147,1089.6
T11,S984,8,1,18.0,18.0,2114.0,0.0,3590,200.0,0.9,0,0.0,0.5,1.0,0.693147,711.4
T11,S985,7,2,15.0,15.0,162885.0,0.0,3591,200.0,0.8,1,0.0,1.0,1.0,1.09861,17288.5
T11,S986,5,1,5.0,5.0,145.0,0.0,3592,200.0,0.9,0,0.0,0.5,1.0,0.693147,514.5
T11,S988,1,1,16.0,16.0,11657.0,0.0,3593,200.0,0.9,0,0.0,0.5,1.0,0.693147,1665.7
T11,S990,34,6,126.0,110.0,5650083.0,2055.0,3595,200.0,0.4,2,8.0,3.0,0.873016,1.94591,568408.0
T11,S992,11,2,75.0,75.0,36180.0,0.0,3596,200.0,0.8,1,0.0,1.0,1.0,1.09861,4618.0
T11,S993,1,1,4.0,4.0,1029.0,0.0,3597,200.0,0.9,0,0.0,0.5,1.0,0.693147,602.9
T11,S994,1,1,3.0,3.0,0.0,0.0,3598,200.0,0.9,0,0.0,0.5,1.0,0.693147,500.0
T11,S995,1,1,7.0,7.0,0.0,0.0,3599,200.0,0.9,0,0.0,0.5,1.0,0.693147,500.0
T11,S996,8,2,28.0,28.0,236385.0,0.0,3600,200.0,0.8,1,0.0,1.0,1.0,1.09861,24638.5
T11,S998,2,1,14.0,14.0,1560.0,270.0,3601,200.0,0.9,0,0.0,0.5,1.0,0.693147,656.0
T11,S999,6,1,14.0,14.0,59645.0,195.0,3602,200.0,0.9,0,0.0,0.5,1.0,0.693147,6464.5
T11,S1001,7,2,18.0,18.0,26430.0,75.0,4,33.3333,0.8,1,0.0,1.0,1.0,1.09861,3643.0
T11,S1002,5,2,9.0,9.0,4235.0,60.0,5,29.5,0.8,1,0.0,1.0,1.0,1.09861,1423.5
T11,S1003,5,1,6.0,6.0,858741.0,510.0,6,25.4,0.9,0,0.0,0.5,1.0,0.693147,86374.1
T11,S1004,1,1,1.0,1.0,0.0,0.0,7,22.1667,0.9,0,0.0,0.5,1.0,0.693147,500.0
T11,S1005,10,2,14.0,14.0,50050.0,210.0,8,19.1429,0.8,1,0.0,1.0,1.0,1.09861,6005.0
T11,S1006,33,1,56.0,56.0,249300.0,1795.0,9,18.5,0.9,0,0.0,0.5,1.0,0.693147,25430.0
T11,S1008,14,3,26.0,26.0,92229.0,525.0,10,22.6667,0.7,1,0.0,1.5,1.0,1.38629,10722.9
T11,S1010,4,1,4.0,4.0,1984.0,390.0,11,23.0,0.9,0,0.0,0.5,1.0,0.693147,698.4
T11,S1011,4,3,9.0,9.0,341644.0,0.0,12,21.2727,0.7,1,0.0,1.5,1.0,1.38629,35664.4
T11,S1015,3,2,2.0,2.0,97715.0,0.0,13,20.25,0.8,1,0.0,1.0,1.0,1.09861,10771.5
T11,S1016,3,1,2.0,2.0,18566.0,0.0,14,18.8462,0.9,0,0.0,0.5,1.0,0.693147,2356.6
T11,S1017,1,1,2.0,2.0,4346.0,0.0,15,17.6429,0.9,0,0.0,0.5,1.0,0.693147,934.6
T11,S1018,3,1,9.0,9.0,184199.0,0.0,16,16.6,0.9,0,0.0,0.5,1.0,0.693147,18919.9
T11,S1020,2,1,2.0,2.0,22.0,30.0,18,15.5294,0.9,0,0.0,0.5,1.0,0.693147,502.2
T11,S1022,2,1,4.0,4.0,20414.0,30.0,19,14.7778,0.9,0,0.0,0.5,1.0,0.693147,2541.4
T11,S1023,24,3,44.0,40.0,564340.0,60.0,20,14.2105,0.7,1,2.0,1.5,0.909091,1.38629,58034.0
T11,S1024,12,3,18.0,18.0,785846.0,0.0,21,15.5,0.7,1,0.0,1.5,1.0,1.38629,80084.6
T11,S1026,1,1,3.0,3.0,135453.0,0.0,22,15.619,0.9,0,0.0,0.5,1.0,0.693147,14045.3
T11,S1027,12,3,7.0,7.0,2916194.0,30.0,23,15.0455,0.7,1,0.0,1.5,1.0,1.38629,293119.0
T11,S1029,10,3,51.0,51.0,2684210.0,0.0,24,14.6957,0.7,1,0.0,1.5,1.0,1.38629,269921.0
T11,S1031,3,2,5.0,5.0,15604.0,60.0,25,16.2083,0.8,1,0.0,1.0,1.0,1.09861,2560.4
T11,S1035,9,2,56.0,56.0,0.0,0.0,26,15.76,0.8,1,0.0,1.0,1.0,1.09861,1000.0
T11,S1036,5,2,14.0,14.0,0.0,0.0,27,17.3077,0.8,1,0.0,1.0,1.0,1.09861,1000.0
T11,S1037,9,1,43.0,43.0,0.0,0.0,28,17.1852,0.9,0,0.0,0.5,1.0,0.693147,500.0
T11,S1038,5,1,34.0,34.0,0.0,0.0,29,18.1071,0.9,0,0.0,0.5,1.0,0.693147,500.0
T11,S1039,8,1,49.0,49.0,810.0,0.0,30,18.6552,0.9,0,0.0,0.5,1.0,0.693147,581.0
T11,S1040,3,1,15.0,15.0,0.0,0.0,31,19.6667,0.9,0,0.0,0.5,1.0,0.693147,500.0
T11,S1041,5,2,47.0,47.0,75040.0,0.0,32,19.5161,0.8,1,0.0,1.0,1.0,1.09861,8504.0
T11,S1042,8,1,68.0,68.0,0.0,0.0,33,20.375,0.9,0,0.0,0.5,1.0,0.693147,500.0
T11,S1043,7,1,55.0,55.0,0.0,0.0,34,21.8182,0.9,0,0.0,0.5,1.0,0.693147,500.0
T11,S1044,11,1,52.0,52.0,0.0,0.0,35,22.7941,0.9,0,0.0,0.5,1.0,0.693147,500.0
T11,S1045,12,1,37.0,37.0,15697.0,0.0,36,23.6286,0.9,0,0.0,0.5,1.0,0.693147,2069.7
T11,S1046,8,1,49.0,49.0,0.0,0.0,37,24.0,0.9,0,0.0,0.5,1.0,0.693147,500.0
T11,S1047,4,1,16.0,16.0,0.0,0.0,38,24.6757,0.9,0,0.0,0.5,1.0,0.693147,500.0
T11,S1048,3,1,9.0,9.0,0.0,0.0,39,24.4474,0.9,0,0.0,0.5,1.0,0.693147,500.0
T11,S1049,10,1,22.0,22.0,28254.0,0.0,40,24.0513,0.9,0,0.0,0.5,1.0,0.693147,3325.4
T11,S1050,13,1,57.0,57.0,0.0,0.0,42,23.7317,0.9,0,0.0,0.5,1.0,0.693147,500.0
T11,S1051,3,1,20.0,20.0,0.0,0.0,43,24.5238,0.9,0,0.0,0.5,1.0,0.693147,500.0
T11,S1052,14,1,57.0,57.0,32561.0,0.0,44,24.4186,0.9,0,0.0,0.5,1.0,0.693147,3756.1
T11,S1053,14,2,42.0,42.0,24319.0,0.0,45,25.1591,0.8,1,0.0,1.0,1.0,1.09861,3431.9
T11,S1054,21,2,120.0,120.0,231765.0,0.0,46,25.5333,0.8,1,0.0,1.0,1.0,1.09861,24176.5
T11,S1055,9,2,71.0,71.0,28000.0,0.0,47,27.587,0.8,1,0.0,1.0,1.0,1.09861,3800.0
T11,S1056,19,2,127.0,127.0,261679.0,0.0,48,28.5106,0.8,1,0.0,1.0,1.0,1.09861,27167.9
T11,S1057,11,2,62.0,62.0,41420.0,0.0,49,30.5625,0.8,1,0.0,1.0,1.0,1.09861,5142.0
T11,S1058,13,3,53.0,53.0,115894.0,0.0,50,31.2041,0.7,1,0.0,1.5,1.0,1.38629,13089.4
T11,S1059,12,2,43.0,43.0,14475.0,0.0,51,31.64,0.8,1,0.0,1.0,1.0,1.09861,2447.5
T11,S1060,20,2,111.0,111.0,119250.0,0.0,52,31.8627,0.8,1,0.0,1.0,1.0,1.09861,12925.0
T11,S1061,15,2,78.0,78.0,37819.0,480.0,53,33.3846,0.8,1,0.0,1.0,1.0,1.09861,4781.9
T11,S1062,11,2,47.0,47.0,171028.0,0.0,54,34.2264,0.8,1,0.0,1.0,1.0,1.09861,18102.8
T11,S1063,20,2,86.0,86.0,374984.0,90.0,55,34.463,0.8,1,0.0,1.0,1.0,1.09861,38498.4
T11,S1064,19,2,99.0,99.0,52775.0,0.0,56,35.4,0.8,1,0.0,1.0,1.0,1.09861,6277.5
T11,S1065,17,2,76.0,76.0,86569.0,15.0,57,36.5357,0.8,1,0.0,1.0,1.0,1.09861,9656.9
T11,S1067,18,2,80.0,80.0,41522.0,0.0,58,37.2281,0.8,1,0.0,1.0,1.0,1.09861,5152.2
T11,S1068,19,2,75.0,75.0,36882.0,240.0,59,37.9655,0.8,1,0.0,1.0,1.0,1.09861,4688.2
T11,S1070,29,3,122.0,122.0,580146.0,2640.0,61,37.9667,0.7,1,0.0,1.5,1.0,1.38629,59514.6
T11,S1071,15,1,51.0,51.0,28163.0,0.0,62,39.3443,0.9,0,0.0,0.5,1.0,0.693147,3316.3
T11,S1072,20,2,66.0,66.0,202263.0,1500.0,63,39.5323,0.8,1,0.0,1.0,1.0,1.09861,21226.3
T11,S1073,21,3,45.0,45.0,1640495.0,2290.0,64,39.9524,0.7,1,0.0,1.5,1.0,1.38629,165550.0
T11,S1075,4,2,0.0,0.0,123767.0,150.0,65,40.0312,0.8,1,0.0,1.0,0.0,1.09861,13376.7
T11,S1076,1,1,0.0,0.0,0.0,0.0,66,39.4154,0.9,0,0.0,0.5,0.0,0.693147,500.0
T15,S1077,2,1,3.0,3.0,37769.0,153.0,67,38.8182,0.9,0,0.0,0.5,1.0,0.693147,4276.9
T15,S1078,15,1,10.5,10.5,165045.0,175.0,68,38.2836,0.9,0,0.0,0.5,1.0,0.693147,17004.5
T15,S1079,3,2,9.0,9.0,52280.0,0.0,69,37.875,0.8,1,0.0,1.0,1.0,1.09861,6228.0
T15,S1080,5,1,6.0,6.0,22831.0,15.0,71,36.9357,0.9,0,0.0,0.5,1.0,0.693147,2783.1
T15,S1081,3,0,3.0,3.0,190544.0,35.0,72,36.5,1.0,0,0.0,0.0,1.0,0.0,19054.4
T15,S1082,4,1,10.0,10.0,18851.0,0.0,73,36.0347,0.9,0,0.0,0.5,1.0,0.693147,2385.1
T15,S1083,2,1,5.0,5.0,30306.0,0.0,74,35.6781,0.9,0,0.0,0.5,1.0,0.693147,3530.6
T15,S1085,1,1,1.0,1.0,11941.0,0.0,75,35.2635,0.9,0,0.0,0.5,1.0,0.693147,1694.1
T15,S1086,3,1,48.0,48.0,10239.0,0.0,76,34.8067,0.9,0,0.0,0.5,1.0,0.693147,1523.9
T15,S1087,1,1,1.0,1.0,133.0,0.0,77,34.9803,0.9,0,0.0,0.5,1.0,0.693147,513.3
T15,S1089,1,1,13.0,13.0,20358.0,0.0,78,34.539,0.9,0,0.0,0.5,1.0,0.693147,2535.8
T15,S1090,1,1,5.0,5.0,70504.0,0.0,80,33.8418,0.9,0,0.0,0.5,1.0,0.693147,7550.4
T15,S1091,3,1,14.0,14.0,141641.0,0.0,81,33.4813,0.9,0,0.0,0.5,1.0,0.693147,14664.1
T15,S1092,4,1,6.0,6.0,17725.0,0.0,82,33.2407,0.9,0,0.0,0.5,1.0,0.693147,2272.5
T15,S1093,4,1,14.0,14.0,93651.0,0.0,83,32.9085,0.9,0,0.0,0.5,1.0,0.693147,9865.1
T15,S1095,1,1,2.0,2.0,663.0,0.0,84,32.6807,0.9,0,0.0,0.5,1.0,0.693147,566.3
T15,S1096,5,1,8.0,8.0,43247.0,0.0,85,32.3155,0.9,0,0.0,0.5,1.0,0.693147,4824.7
T15,S1099,3,1,9.0,9.0,2675455.0,0.0,86,32.0294,0.9,0,0.0,0.5,1.0,0.693147,268046.0
T15,S1100,6,1,10.0,10.0,30710.0,0.0,88,32.5115,0.9,0,0.0,0.5,1.0,0.693147,3571.0
T15,S1101,1,1,1.0,1.0,0.0,0.0,89,32.2557,0.9,0,0.0,0.5,1.0,0.693147,500.0
T15,S1102,3,1,6.0,6.0,7108.0,0.0,90,31.9045,0.9,0,0.0,0.5,1.0,0.693147,1210.8
T15,S1103,1,1,3.0,3.0,67974.0,0.0,91,31.6167,0.9,0,0.0,0.5,1.0,0.693147,7297.4
T15,S1104,1,1,2.0,2.0,24456.0,0.0,92,31.3022,0.9,0,0.0,0.5,1.0,0.693147,2945.6
T15,S1105,1,0,2.0,2.0,21251.0,0.0,93,30.9837,1.0,0,0.0,0.0,1.0,0.0,2125.1
T15,S1106,4,1,10.0,10.0,136479.0,0.0,94,30.672,0.9,0,0.0,0.5,1.0,0.693147,14147.9
T15,S1107,2,1,6.0,6.0,24869.0,0.0,95,30.4521,0.9,0,0.0,0.5,1.0,0.693147,2986.9
T15,S1108,6,1,41.0,41.0,148421.0,0.0,96,30.1947,0.9,0,0.0,0.5,1.0,0.693147,15342.1
T15,S1109,6,2,11.0,11.0,37270.0,0.0,97,30.3073,0.8,1,0.0,1.0,1.0,1.09861,4727.0
T15,S1110,2,1,4.0,4.0,108024.0,0.0,98,30.1082,0.9,0,0.0,0.5,1.0,0.693147,11302.4
T15,S1112,8,1,57.0,57.0,225887.0,0.0,99,29.8418,0.9,0,0.0,0.5,1.0,0.693147,23088.7
T15,S1113,2,1,33.0,33.0,39330.0,0.0,100,30.1162,0.9,0,0.0,0.5,1.0,0.693147,4433.0
T15,S1115,10,2,192.0,192.0,226521.0,0.0,101,30.145,0.8,1,0.0,1.0,1.0,1.09861,23652.1
T15,S1116,8,1,18.0,18.0,158863.0,0.0,102,31.7475,0.9,0,0.0,0.5,1.0,0.693147,16386.3
T15,S1117,12,1,29.0,29.0,149353.0,0.0,103,31.6127,0.9,0,0.0,0.5,1.0,0.693147,15435.3
T15,S1120,2,1,5.0,5.0,1270996.0,0.0,104,31.5874,0.9,0,0.0,0.5,1.0,0.693147,127600.0
T15,S1121,16,1,21.0,21.0,314496.0,0.0,105,31.3317,0.9,0,0.0,0.5,1.0,0.693147,31949.6
T15,S1122,3,1,11.0,11.0,44906.0,0.0,106,31.2333,0.9,0,0.0,0.5,1.0,0.693147,4990.6
T15,S1123,10,2,16.0,16.0,2327207.0,0.0,107,31.0425,0.8,1,0.0,1.0,1.0,1.09861,233721.0
T16,S1125,5,2,9.0,9.0,40827.0,0.0,108,30.9019,0.8,1,0.0,1.0,1.0,1.09861,5082.7
T16,S1128,3,2,7.0,7.0,32811.0,0.0,109,30.6991,0.8,1,0.0,1.0,1.0,1.09861,4281.1
T16,S1129,6,2,10.0,10.0,29198.0,0.0,110,30.4817,0.8,1,0.0,1.0,1.0,1.09861,3919.8
T16,S1130,11,3,14.5,14.5,15820.0,0.0,112,30.0495,0.7,1,0.0,1.5,1.0,1.38629,3082.0
T16,S1131,7,3,9.5,9.5,31662.0,0.0,113,29.9107,0.7,1,0.0,1.5,1.0,1.38629,4666.2
T16,S1132,5,3,5.5,5.5,45174.0,0.0,114,29.7301,0.7,1,0.0,1.5,1.0,1.38629,6017.4
T16,S1133,10,4,18.0,15.0,65985.0,0.0,115,29.5175,0.6,1,1.5,2.0,0.833333,1.60944,8673.5
T16,S1134,2,1,4.0,4.0,19730.0,0.0,116,29.3913,0.9,0,0.0,0.5,1.0,0.693147,2473.0
T16,S1135,4,2,2.0,2.0,9514.0,0.0,117,29.1724,0.8,1,0.0,1.0,1.0,1.09861,1951.4
T16,S1136,1,1,5.0,5.0,0.0,0.0,118,28.9402,0.9,0,0.0,0.5,1.0,0.693147,500.0
T16,S1138,3,2,5.5,2.5,22452.0,0.0,119,28.7373,0.8,1,1.5,1.0,0.454545,1.09861,3320.2
T16,S1141,1,1,1.0,1.0,1332.0,0.0,120,28.5168,0.9,0,0.0,0.5,1.0,0.693147,633.2
T16,S1142,1,1,3.0,3.0,7127.0,0.0,121,28.2875,0.9,0,0.0,0.5,1.0,0.693147,1212.7
T16,S1143,1,1,1.0,1.0,18784.0,0.0,122,28.0785,0.9,0,0.0,0.5,1.0,0.693147,2378.4
T16,S1144,10,3,16.5,16.5,54443.0,39.0,123,27.8566,0.7,1,0.0,1.5,1.0,1.38629,6944.3
T16,S1145,3,2,4.0,4.0,16924.0,0.0,124,27.7642,0.8,1,0.0,1.0,1.0,1.09861,2692.4
T16,S1146,10,3,16.5,16.5,123658.0,0.0,125,27.5726,0.7,1,0.0,1.5,1.0,1.38629,13865.8
T16,S1147,4,2,6.0,6.0,21366.0,0.0,126,27.484,0.8,1,0.0,1.0,1.0,1.09861,3136.6
T16,S1148,4,2,6.0,6.0,17107.0,0.0,127,27.3135,0.8,1,0.0,1.0,1.0,1.09861,2710.7
T16,S1149,3,2,3.5,3.5,32914.0,0.0,128,27.1457,0.8,1,0.0,1.0,1.0,1.09861,4291.4
T16,S1150,2,1,3.0,3.0,11289.0,0.0,129,26.9609,0.9,0,0.0,0.5,1.0,0.693147,1628.9
T16,S1151,1,1,2.0,2.0,21884.0,0.0,130,26.7752,0.9,0,0.0,0.5,1.0,0.693147,2688.4
T16,S1152,8,2,8.5,8.5,29723.0,0.0,131,26.5846,0.8,1,0.0,1.0,1.0,1.09861,3972.3
T16,S1153,4,1,4.0,4.0,2454.0,0.0,132,26.4466,0.9,0,0.0,0.5,1.0,0.693147,745.4
T16,S1154,5,1,12.5,8.5,1862330.0,0.0,133,26.2765,0.9,0,2.0,0.5,0.68,0.693147,186833.0
T16,S1155,6,2,6.0,5.5,112885.0,0.0,134,26.1429,0.8,1,0.25,1.0,0.916667,1.09861,12301.0
T16,S1156,2,1,1.0,1.0,4644.0,0.0,135,25.9888,0.9,0,0.0,0.5,1.0,0.693147,964.4
T16,S1157,4,2,3.0,3.0,2160.0,0.0,136,25.8037,0.8,1,0.0,1.0,1.0,1.09861,1216.0
T16,S1158,2,1,0.0,0.0,2801.0,0.0,137,25.636,0.9,0,0.0,0.5,0.0,0.693147,780.1
T16,S1159,5,2,2.0,2.0,29652.0,0.0,138,25.4489,0.8,1,0.0,1.0,1.0,1.09861,3965.2
T16,S1160,5,2,3.0,3.0,30065.0,0.0,140,25.3849,0.8,1,0.0,1.0,1.0,1.09861,4006.5
T16,S1161,4,2,5.0,5.0,65995.0,0.0,141,25.225,0.8,1,0.0,1.0,1.0,1.09861,7599.5
